course_code,prerequisites,group_id
HA3014,HA1001,prereq_group_691
HA3020,HA1002,prereq_group_692
HA3023,HA1001,prereq_group_693
HA3028,HA1012,prereq_group_694
HA3030,HA1003|HA1012,prereq_group_695
HA4001,HA1001,prereq_group_696
HA4006,HA1003,prereq_group_697
HA4017,HA1003,prereq_group_698
HA4019,HA1002,prereq_group_699
HA4034,HA1003,prereq_group_700
HA4035,HA1001|HA1012,prereq_group_701
HA4038,HA1001|HA1002,prereq_group_702
HA4039,HA1001|HA1012,prereq_group_703
HA4040,HA1003,prereq_group_704
HP4021,HP1000|HP1100|HP2200,prereq_group_705
HP4051,HP1000|HP1100|HP2500,prereq_group_706
IE2107,MH1811,prereq_group_707
IE2110,MH1810|MH1811,prereq_group_708
EE4273,EE3011,prereq_group_709
EE4504,EE3010|EE3015,prereq_group_710
EE4533,EE3010|EE3015,prereq_group_711
EE4534,EE3010|EE3015,prereq_group_712
EE4614,EE3013,prereq_group_713
ES1007,ES1001,prereq_group_714
ES2202,ES1001,prereq_group_715
ES2203,ES1001,prereq_group_716
ES2002,ES1003,prereq_group_717
ES2004,ES1003,prereq_group_718
ES2301,BS1001|ES2003,prereq_group_719
ES3004,ES1003,prereq_group_720
ES0238,ES0138,prereq_group_721
ES3002,ES1003,prereq_group_722
ES3201,ES1001,prereq_group_723
ES3301,BS1001|ES2003|ES2301,prereq_group_724
ES3305,ES2303,prereq_group_725
HS2023,HS1001,prereq_group_726
HH4021,HH1001,prereq_group_727
HR4001,DD1003,prereq_group_728
HH2002,HH1001,prereq_group_729
HH2032,HH1001,prereq_group_730
HH3004,HH1001,prereq_group_731
HH4007,HH1001,prereq_group_732
HH4017,HH1001,prereq_group_733
HH4029,HH1001,prereq_group_734
HY4010,HY2003,prereq_group_735
HY4015,HY1001,prereq_group_736
HY4021,HY2002,prereq_group_737
MH1101,MH1100,prereq_group_738
MH1201,MH1200,prereq_group_739
MH2220,MH1200|MH1300,prereq_group_740
MH3100,MH1100|MH1101,prereq_group_741
MH3200,MH1201|MH1300|MH2200,prereq_group_742
MH3600,MH2100,prereq_group_743
MH4100,MH2100|MH3100,prereq_group_744
MH4110,MH3100|MH3110,prereq_group_745
MH4310,MH1301|MH2200,prereq_group_746
MH4512,MH3500|MH3510,prereq_group_747
MH4600,MH3200|MH3600,prereq_group_748
MH1403,PS0001,prereq_group_749
MH3110,MH2100,prereq_group_750
MS4671,MS0003|MS1008,prereq_group_751
MS4622,MS2013,prereq_group_752
MS4664,MS1013|MS1017,prereq_group_753
MA4807,MA2001,prereq_group_754
MA4813,MA3003,prereq_group_755
MA4854,MA2006,prereq_group_756
MT2004,MT1001,prereq_group_757
HS2004,HS1001,prereq_group_758
PH3201,PH3101,prereq_group_759
PH3406,PH3101,prereq_group_760
PH4404,PH3101|PH3102,prereq_group_761
PH4409,PH1105|PH2101,prereq_group_762
PH4418,PH3101|PH3102,prereq_group_763
PH4419,PH3101,prereq_group_764
PH4509,PH3101,prereq_group_765
MH1803,MH1802,prereq_group_766
PH3603,PH2103,prereq_group_767
PH4601,PH3102,prereq_group_768
PH4605,PH3101,prereq_group_769
HS4080,HS1001|HS2001|HS2002|HS3001|HS3002,prereq_group_770
RE2012,RE2011,prereq_group_771
HS2002,HS1001,prereq_group_772
HS2029,HS1001,prereq_group_773
HS2013,HS1001,prereq_group_774
HS4023,HS1001|HS2001|HS2002|HS3001|HS3002,prereq_group_775
HS4026,HS1001|HS2001|HS2002|HS3001|HS3002,prereq_group_776
HS4036,HS1001|HS2001|HS2002|HS3001|HS3002,prereq_group_777
SC5010,SC1003,prereq_group_778
HZ5205,HZ5101,prereq_group_779
HZ5205,FL5001,prereq_group_780
ADP26H,ADP16A,prereq_group_781
ADP26J,ADP16A,prereq_group_782
ET5134,ET5131,prereq_group_783
ET5134,ET5211,prereq_group_784
LI5002,LI5001,prereq_group_785
LR5002,LR5001,prereq_group_786
LT5004,LT5003,prereq_group_787
AED28Q,AED28D,prereq_group_788
BL5305,AC2301,prereq_group_789
DF5002,DF2003,prereq_group_790
ET5214,ET5213,prereq_group_791
CM5092,CM1001|CM1002,prereq_group_792
CM5092,BS1012|BS1013,prereq_group_793
CM5092,MS1014|MS1016,prereq_group_794
CM5092,CB1103|CH1104,prereq_group_795
CM5092,BG2142,prereq_group_796
AAB20D,BS1001,prereq_group_797
AAB20D,CY1001,prereq_group_798
AAQ20E,AAQ10A,prereq_group_799
